編號,車位類別,車位價格,車位面積平方公尺
RPVPMLKLKHMFFAB67CA,坡道平面,1000000,39.72
RPSPMLMLKHMFFAB57CA,坡道平面,0,29.78
RPRQMLMLKHMFFAB57CA,坡道平面,1200000,29.75
RPORMLMLKHMFFAB37CA,坡道平面,1100000,29.75
RPRPMLNLKHMFFAB57CA,坡道平面,1300000,29.75
RPXSMLMLKHMFFAB38CA,坡道平面,0,33.09
RPXNMLNJLHMFFAB87CA,坡道平面,0,
RPQPMLRJLHMFFAB77CA,坡道平面,0,23.78
RPQPMLRJLHMFFAB77CA,坡道平面,0,23.78
RPQPMLRJLHMFFAB77CA,坡道平面,0,23.78
RPSQMLSJLHMFFAB18CA,坡道平面,730000,31.20
SPSQMLSJLHMFFAB28CA,坡道平面,760000,32.20
RPRQMLQKLHMFFAB97CA,坡道平面,0,29.08
RPRQMLQKLHMFFAB97CA,坡道平面,0,29.08
RPVNMLSKKHMFFBB28CA,升降機械,0,
RPRPMLKLKHMFFBB37CA,一樓平面,0,
RPTQMLLLKHMFFBB77CA,一樓平面,0,
RPTQMLLLKHMFFBB77CA,一樓平面,0,
RPXOMLMJLHMFFBB97CA,其他,0,
RPPNMLQJLHMFFBB47CA,坡道機械,500000,
RPWNMLQJLHMFFBB18CA,坡道平面,400000,34.50
RPSNMLPKLHMFFBB77CA,坡道平面,0,
RPOPMLNKLHMFFBB37CA,坡道平面,1200000,35.81
RPQRMLKLKHMFFCB57CA,坡道機械,0,
RPPPMLMLKHMFFCB47CA,坡道平面,0,33.13
RPPPMLMLKHMFFCB47CA,坡道平面,0,33.13
RPSQMLMJLHMFFCB77CA,坡道平面,0,25.51
RPSQMLMJLHMFFCB77CA,坡道平面,0,25.51
RPURMLMJLHMFFCB08CA,坡道機械,0,13.16
RPVPMLNJLHMFFCB08CA,坡道平面,0,15.03
RPQSMLMJLHMFFCB77CA,坡道平面,1000000,33.08
RPVNMLSJLHMFFCB38CA,坡道機械,0,
RPWQMLRJLHMFFCB68CA,坡道平面,0,
RPQSMLQJLHMFFCB18CA,坡道平面,0,21.95
RPWNMLRJLHMFFCB38CA,坡道平面,1500000,35.07
RPWNMLRJLHMFFCB38CA,坡道平面,1500000,35.07
RPPPMLKLLHMFFCB37CA,坡道平面,0,29.08
RPRNMLKLLHMFFCB37CA,坡道機械,0,
RPVNMLRLLHMFFCB48CA,坡道平面,0,28.49
RPQOMLOLKHMFFCL68CA,坡道平面,0,
RPSNMLMJLHMFFCL48CA,坡道平面,0,
RPTNMLMJLHMFFCL58CA,坡道平面,0,
RPTOMLOJLHMFFCL88CA,坡道平面,0,
RPTNMLSJLHMFFCL56CA,坡道平面,0,
RPUNMLSJLHMFFCL66CA,坡道平面,0,
RPVNMLSJLHMFFCL76CA,坡道平面,0,
RPWNMLSJLHMFFCL86CA,坡道平面,0,
RPVNMLOJLHMFFCL98CA,坡道平面,0,
RPWNMLOJLHMFFCL09CA,坡道平面,0,
RPXNMLOJLHMFFCL56CA,坡道平面,0,
RPOOMLOJLHMFFCL38CA,坡道平面,0,
RPOOMLOJLHMFFCL38CA,坡道平面,0,
RPPOMLOJLHMFFCL48CA,坡道平面,0,
RPQOMLOJLHMFFCL58CA,坡道平面,0,
RPROMLOJLHMFFCL68CA,坡道平面,0,
RPROMLOJLHMFFCL68CA,坡道平面,0,
RPSNMLOJLHMFFCL68CA,坡道平面,0,
RPPNMLOJLHMFFCL38CA,坡道平面,0,
RPUPMLNJLHMFFCL98CA,坡道平面,0,
RPVPMLNJLHMFFCL09CA,坡道平面,0,
SPRPMLNJLHMFFCL78CA,坡道平面,0,
RPXPMLNJLHMFFCL66CA,坡道平面,0,
RPOQMLNJLHMFFCL48CA,坡道平面,0,
RPPQMLNJLHMFFCL58CA,坡道平面,0,
RPRQMLNJLHMFFCL78CA,坡道平面,0,
RPSQMLNJLHMFFCL88CA,坡道平面,0,
RPTQMLNJLHMFFCL98CA,坡道平面,0,
RPUQMLNJLHMFFCL09CA,坡道平面,0,
RPXQMLNJLHMFFCL76CA,坡道平面,0,
RPORMLNJLHMFFCL58CA,坡道平面,0,
RPPRMLNJLHMFFCL68CA,坡道平面,0,
RPQRMLNJLHMFFCL78CA,坡道平面,0,
RPXOMLNJLHMFFCL56CA,坡道平面,0,
RPPOMLMJLHMFFCL28CA,坡道平面,0,
RPROMLMJLHMFFCL48CA,坡道平面,0,
RPTOMLMJLHMFFCL68CA,坡道平面,0,
RPVOMLMJLHMFFCL88CA,坡道平面,0,
RPUNMLNJLHMFFCL78CA,坡道平面,0,
RPVNMLNJLHMFFCL88CA,坡道平面,0,
RPWNMLNJLHMFFCL98CA,坡道平面,0,
RPXNMLNJLHMFFCL09CA,坡道平面,0,
SPOOMLNJLHMFFCL38CA,坡道平面,0,
SPOOMLNJLHMFFCL38CA,坡道平面,0,
RPROMLNJLHMFFCL58CA,坡道平面,0,
RPSOMLNJLHMFFCL68CA,坡道平面,0,
RPVOMLNJLHMFFCL98CA,坡道平面,0,
RPQNMLNLKHMFFFL78CA,坡道平面,0,26.50
RPSPMLLJLHMFFFL88CA,坡道平面,0,23.92
RPPNMLPJLHMFFFL78CA,坡道平面,0,
RPQNMLRJLHMFFFL09CA,坡道機械,0,16.05
RPQNMLRJLHMFFFL09CA,坡道平面,0,32.10
RPQNMLRKLHMFFFL56CA,坡道機械,850000,16.54
RPRNMLRKLHMFFFL66CA,坡道機械,800000,16.54
RPSNMLRKLHMFFFL76CA,坡道機械,800000,16.54
RPTNMLRKLHMFFFL86CA,坡道機械,800000,16.54
RPVNMLRKLHMFFFL07CA,坡道平面,1350000,33.07
RPWNMLRKLHMFFFL17CA,坡道機械,1000000,16.54
RPXNMLRKLHMFFFL27CA,坡道機械,850000,16.54
RPXNMLRKLHMFFFL27CA,坡道機械,850000,16.54
RPOOMLRKLHMFFFL09CA,坡道平面,1250000,33.07
RPPOMLRKLHMFFFL56CA,坡道平面,1300000,33.07
RPQOMLRKLHMFFFL66CA,坡道機械,1000000,16.54
RPSOMLRKLHMFFFL86CA,坡道機械,800000,16.54
RPTOMLRKLHMFFFL96CA,坡道機械,900000,16.54
RPOPMLRKLHMFFFL56CA,坡道機械,700000,16.54
RPOPMLRKLHMFFFL56CA,坡道機械,700000,16.54
RPRNMLMLKHMFFGL88CA,坡道平面,0,31.54
RPUNMLMLKHMFFGL56CA,坡道機械,0,
RPRNMLNLKHMFFGL98CA,坡道平面,0,
RPPOMLNJLHMFFGL78CA,坡道平面,0,
RPRNMLPLKHMFFGL56CA,坡道機械,0,
RPQNMLKLKHMFFHL68CA,坡道平面,0,17.87
RPOOMLNKLHMFFGL78CA,坡道平面,0,15.39
RPOOMLKLKHMFFHL58CA,坡道平面,1000000,27.81
RPQNMLKKLHMFFHL68CA,坡道平面,0,
RPWNMLNJLHMFFIL96CA,坡道平面,0,
RPSNMLLLKHMFFBB47DA,坡道平面,0,
RPSNMLLLKHMFFBB47DA,坡道機械,0,
RPWOMLSJLHMFFCB68DA,坡道平面,0,
RPOQMLLLKHMFFBB37DA,坡道平面,0,
RPVNMLQJMHMFFHL17CA,坡道平面,1200000,17.88
RPWNMLQJMHMFFHL27CA,坡道平面,1200000,17.88
RPPOMLKKLHMFFHL68CA,坡道平面,1150000,31.86
RPROMLKKLHMFFHL88CA,坡道平面,1000000,31.86
RPXNMLNKLHMFFHL07CA,坡道平面,1200000,31.86
RPVNMLMLKHMFFHL76CA,坡道平面,0,17.88
RPWNMLMLKHMFFHL86CA,坡道平面,0,17.88
SPWNMLMLKHMFFHL96CA,坡道平面,0,17.88
RPSNMLLLKHMFFHL98CA,升降機械,0,11.57
RPSNMLLLKHMFFHL98CA,升降機械,0,11.57
RPTNMLSJLHMFFGL96CA,坡道平面,0,31.89
RPXNMLNKLHMFFGL96CA,坡道平面,0,31.89
RPUOMLMJLHMFFGL56CA,升降機械,0,
RPVPMLSJLHMFFFL27CA,坡道平面,0,
RPUNMLRJLHMFFFL86CA,坡道機械,0,
RPRNMLQJLHMFFAL58CA,坡道平面,0,
RPUNMLTKLHMFFCB48CA,坡道平面,0,
RPQRMLQKLHMFFCB18CA,坡道機械,0,13.92
RPWQMLLLLHMFFCB28CA,坡道平面,0,26.88
RPWQMLLLLHMFFCB28CA,坡道平面,0,26.88
RPXQMLLLLHMFFCB38CA,坡道平面,0,26.88
RPXQMLLLLHMFFCB38CA,坡道平面,0,26.88
RPORMLLLLHMFFCB57CA,坡道平面,0,26.88
RPORMLLLLHMFFCB57CA,坡道平面,0,26.88
RPPRMLLLLHMFFCB67CA,坡道平面,0,26.88
RPPRMLLLLHMFFCB67CA,坡道平面,0,26.88
RPUOMLKKLHMFFCB67CA,坡道機械,0,
RPUOMLKKLHMFFCB67CA,坡道機械,0,
RPXOMLNKLHMFFCB28CA,坡道平面,1300000,31.50
RPTPMLNKLHMFFCB97CA,坡道平面,1400000,31.50
RPVPMLNKLHMFFCB18CA,坡道平面,1400000,31.50
RPWPMLNKLHMFFCB28CA,坡道平面,1300000,28.51
RPXPMLNKLHMFFCB38CA,坡道平面,1300000,31.50
RPOQMLNKLHMFFCB57CA,坡道平面,1400000,31.50
RPRQMLNKLHMFFCB87CA,坡道平面,1200000,28.51
RPVRMLNKLHMFFCB38CA,坡道平面,1300000,31.50
RPRPMLOKLHMFFCB87CA,坡道平面,1300000,31.50
RPSPMLOKLHMFFCB97CA,坡道平面,1300000,31.50
RPUSMLQJLHMFFCB58CA,坡道機械,0,10.80
RPQNMLQJLHMFFCB67CA,坡道平面,0,
RPQNMLQJLHMFFCB67CA,坡道平面,0,
RPVNMLQJLHMFFCB18CA,坡道平面,0,
RPVNMLQJLHMFFCB18CA,坡道平面,0,
RPSSMLMJLHMFFCB97CA,坡道平面,700000,33.08
RPUSMLMJLHMFFCB18CA,坡道機械,0,10.69
RPUSMLMJLHMFFCB18CA,坡道機械,0,10.69
RPVOMLNJLHMFFCB97CA,坡道平面,1500000,26.14
RPWOMLNJLHMFFCB08CA,坡道平面,1500000,26.14
RPTNMLPLKHMFFCB97CA,坡道機械,0,
RPSOMLMLKHMFFCB67CA,坡道平面,600000,15.29
RPWNMLMLKHMFFCB97CA,坡道平面,0,41.60
RPXOMLLLKHMFFCB08CA,坡道平面,0,
RPQNMLKLLHMFFBB17CA,坡道平面,0,32.97
RPQNMLKLLHMFFBB17CA,坡道平面,0,32.97
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPPNMLRJLHMFFBB57CA,坡道平面,0,
RPSNMLMJLHMFFBB37CA,坡道平面,0,23.48
RPSNMLMJLHMFFBB37CA,坡道平面,0,23.48
RPQRMLOLKHMFFBB87CA,坡道平面,0,27.54
RPXRMLOLKHMFFBB58CA,坡道機械,0,
RPPNMLOLKHMFFBB37CA,坡道平面,0,
RPVOMLOLKHMFFBB08CA,坡道機械,800000,17.88
RPWOMLOLKHMFFBB18CA,坡道平面,980000,35.77
RPXOMLOLKHMFFBB28CA,坡道平面,920000,35.77
RPPPMLOLKHMFFBB57CA,坡道機械,750000,17.88
RPQPMLOLKHMFFBB67CA,坡道平面,1100000,35.77
RPRPMLOLKHMFFBB77CA,坡道機械,700000,17.88
RPUPMLOLKHMFFBB08CA,坡道機械,500000,7.54
RPVPMLOLKHMFFBB18CA,坡道機械,650000,14.90
RPXPMLOLKHMFFBB38CA,坡道平面,0,
RPROMLNLKHMFFBB57CA,坡道機械,0,
RPWNMLOLKHMFFBB08CA,坡道機械,800000,17.88
RPXNMLOLKHMFFBB18CA,坡道機械,700000,17.88
RPOOMLOLKHMFFBB37CA,坡道平面,1100000,35.77
RPPOMLOLKHMFFBB47CA,坡道機械,800000,17.88
RPROMLOLKHMFFBB67CA,坡道平面,1000000,35.77
RPSOMLOLKHMFFBB77CA,坡道機械,650000,17.88
RPTOMLOLKHMFFBB87CA,坡道平面,950000,35.77
RPQQMLLLKHMFFBB47CA,坡道平面,0,23.59
RPQQMLLLKHMFFBB47CA,坡道平面,0,23.59
RPPOMLLLKHMFFBB17CA,坡道機械,0,
RPPOMLLLKHMFFBB17CA,坡道機械,0,
RPQNMLPKLHMFFAB47CA,坡道平面,1850000,26.46
RPUNMLOKLHMFFAB77CA,坡道平面,0,28.11
RPTOMLPKLHMFFAB87CA,坡道平面,1200000,
RPVPMLRJLHMFFAB28CA,坡道平面,660000,29.69
SPVPMLRJLHMFFAB38CA,坡道平面,700000,37.36
TPVPMLRJLHMFFAB48CA,坡道平面,680000,29.69
RPPNMLNLKHMFFAB17CA,坡道平面,0,23.32
RPVRMLMLKHMFFAB08CA,坡道平面,1150000,29.75
RPUOMLLLKHMFFAB57CA,坡道平面,0,23.32
RPRRMLMLKHMFFAB67CA,坡道平面,0,
RPSNMLMJLHMFFAB27CA,坡道平面,0,25.35
RPSNMLMJLHMFFAB27CA,坡道平面,0,25.35
RPQOMLNJLHMFFAB27CA,升降機械,0,
RPPNMLMKLHMFFAB07CA,坡道平面,0,25.05
RPPSMLKLLHMFFAB47CA,坡道平面,0,12.98
RPRPMLMLKHMFFBB57CA,坡道平面,0,
RPXRMLMLKHMFFBB38CA,升降機械,0,
RPRPMLPJLHMFFBB77CA,坡道平面,0,31.48
RPRPMLPJLHMFFBB77CA,坡道平面,0,31.48
RPSPMLPJLHMFFBB87CA,坡道平面,0,31.48
RPSPMLPJLHMFFBB87CA,坡道平面,0,31.48
RPTPMLPJLHMFFBB97CA,坡道平面,0,31.48
RPTPMLPJLHMFFBB97CA,坡道平面,0,31.48
RPUPMLPJLHMFFBB08CA,坡道平面,0,31.48
RPUPMLPJLHMFFBB08CA,坡道平面,0,31.48
RPVPMLPJLHMFFBB18CA,坡道平面,1350000,31.48
RPWPMLPJLHMFFBB28CA,坡道平面,1250000,31.48
RPXPMLPJLHMFFBB38CA,坡道平面,1250000,31.48
RPPOMLNJLHMFFBB27CA,坡道平面,0,
RPTOMLNJLHMFFBB67CA,坡道平面,1200000,24.47
RPUOMLNJLHMFFBB77CA,坡道平面,1100000,24.47
RPXOMLQJLHMFFBB38CA,坡道平面,1000000,27.15
RPWNMLNLLHMFFBB08CA,坡道平面,0,27.04
RPXPMLMLKHMFFCB28CA,坡道平面,0,
RPTNMLNLKHMFFCB77CA,坡道平面,0,
RPTRMLMJLHMFFCB97CA,一樓平面,0,
RPOTMLRJLHMFFCB18CA,坡道平面,0,48.36
RPOOMLRJLHMFFCB67CA,坡道平面,0,
RPSQMLOKLHMFFCB08CA,坡道平面,1300000,31.50
RPWPMLOKLHMFFCB38CA,坡道平面,1400000,31.50
RPXPMLOKLHMFFCB48CA,坡道平面,1200000,28.51
RPPQMLOKLHMFFCB77CA,坡道平面,1400000,31.50
RPQQMLOKLHMFFCB87CA,坡道平面,1400000,31.50
RPTPMLOKLHMFFCB08CA,坡道平面,1300000,31.50
RPUPMLOKLHMFFCB18CA,坡道平面,1300000,31.50
RPSQMLNKLHMFFCB97CA,坡道平面,1400000,31.50
RPTQMLNKLHMFFCB08CA,坡道平面,1300000,31.50
RPUQMLNKLHMFFCB18CA,坡道平面,1100000,31.50
RPVQMLNKLHMFFCB28CA,坡道平面,1400000,31.50
RPWQMLNKLHMFFCB38CA,坡道平面,1300000,31.50
RPXQMLNKLHMFFCB48CA,坡道平面,1300000,31.50
RPORMLNKLHMFFCB67CA,坡道平面,1400000,31.50
RPPRMLNKLHMFFCB77CA,坡道平面,1300000,31.50
RPQRMLNKLHMFFCB87CA,坡道平面,1100000,31.50
RPRRMLNKLHMFFCB97CA,坡道平面,1400000,31.50
RPSRMLNKLHMFFCB08CA,坡道平面,1300000,31.50
RPQNMLKLLHMFFCB27CA,坡道平面,1500000,37.39
RPSNMLMLKHMFFFL88CA,坡道機械,0,4.58
RPQQMLLJLHMFFFL78CA,坡道平面,1350000,43.17
RPRQMLLJLHMFFFL88CA,坡道平面,1350000,43.17
RPSQMLLJLHMFFFL98CA,坡道平面,1000000,43.17
RPPNMLMJLHMFFFL48CA,坡道平面,1350000,43.17
RPQNMLMJLHMFFFL58CA,坡道平面,1050000,43.17
RPRNMLMJLHMFFFL68CA,坡道平面,1250000,43.17
RPSNMLMJLHMFFFL78CA,坡道平面,1250000,43.17
RPRNMLOLKHMFFGL09CA,坡道平面,0,27.22
RPTNMLLJLHMFFGL88CA,坡道平面,0,30.51
RPOOMLLJLHMFFGL48CA,坡道平面,1250000,36.04
RPPOMLLJLHMFFGL58CA,坡道平面,1110000,36.04
RPQOMLLJLHMFFGL68CA,坡道平面,0,36.04
RPQOMLLJLHMFFGL68CA,坡道平面,0,36.04
RPVNMLMLLHMFFCB08DA,坡道平面,1300000,38.06
RPVNMLMLLHMFFCB08DA,坡道平面,1500000,33.83
RPWNMLMLLHMFFCB18DA,坡道平面,1500000,33.83
RPWNMLMLLHMFFCB18DA,坡道平面,1200000,33.83
RPXNMLMLLHMFFCB28DA,坡道平面,1500000,33.83
RPXNMLMLLHMFFCB28DA,坡道平面,1200000,33.83
RPOOMLMLLHMFFCB47DA,坡道平面,1300000,38.06
RPOOMLMLLHMFFCB47DA,坡道平面,1500000,33.83
RPPOMLMLLHMFFCB57DA,坡道平面,1600000,38.06
RPPOMLMLLHMFFCB57DA,坡道平面,1300000,33.83
RPQQMLNLKHMFFCB87DA,坡道平面,0,
RPSOMLNKLHMFFCB87DA,坡道平面,1300000,38.37
RPSOMLNKLHMFFCB87DA,坡道平面,1300000,38.37
RPUOMLNKLHMFFCB08DA,坡道平面,1400000,38.37
RPUOMLNKLHMFFCB08DA,坡道平面,1400000,38.37
RPVOMLNKLHMFFCB18DA,坡道平面,1200000,38.37
RPVOMLNKLHMFFCB18DA,坡道平面,1200000,38.37
RPWOMLNKLHMFFCB28DA,坡道平面,1300000,38.37
RPWOMLNKLHMFFCB28DA,坡道平面,1500000,38.37
RPOPMLNKLHMFFCB57DA,坡道平面,1300000,38.37
RPOPMLNKLHMFFCB57DA,坡道平面,1500000,38.37
RPPPMLNKLHMFFCB67DA,坡道平面,1300000,38.37
RPPPMLNKLHMFFCB67DA,坡道平面,1300000,38.37
RPQPMLNKLHMFFCB77DA,坡道平面,1400000,38.37
RPQPMLNKLHMFFCB77DA,坡道平面,1400000,38.37
RPSPMLNKLHMFFCB97DA,坡道平面,1200000,38.37
RPSPMLNKLHMFFCB97DA,坡道平面,1400000,38.37
RPXOMLMLLHMFFHL17CA,坡道平面,1200000,28.65
RPXOMLMLLHMFFHL17CA,坡道平面,1200000,28.65
RPQPMLMLLHMFFHL56CA,坡道平面,1100000,28.65
RPQPMLMLLHMFFHL56CA,坡道平面,1100000,28.65
RPRPMLMLLHMFFHL66CA,坡道平面,950000,28.65
RPRPMLMLLHMFFHL66CA,坡道平面,950000,28.65
RPUPMLMLLHMFFHL96CA,坡道平面,1200000,28.65
RPWPMLMLLHMFFHL17CA,坡道平面,1000000,28.65
RPOQMLMLLHMFFHL09CA,坡道平面,770000,28.65
RPPQMLMLLHMFFHL56CA,坡道平面,1200000,28.65
RPQQMLMLLHMFFHL66CA,坡道平面,1000000,28.65
RPSQMLMLLHMFFHL86CA,坡道平面,700000,28.65
RPSQMLMLLHMFFHL86CA,坡道平面,700000,28.65
RPPOMLMLKHMFFHL88CA,升降機械,0,
RPROMLLJLHMFFGL78CA,坡道平面,1110000,36.04
RPTNMLMJLHMFFFL88CA,坡道平面,1150000,43.17
RPUNMLMJLHMFFFL98CA,坡道平面,1150000,43.17
RPQNMLPJLHMFFFL88CA,坡道機械,0,22.51
RPWNMLMJLHMFFFL56CA,坡道平面,1150000,43.17
RPXNMLMJLHMFFFL66CA,坡道平面,1150000,43.17
RPOOMLMJLHMFFFL48CA,坡道平面,1150000,43.17
RPPOMLLJLHMFFAL97CA,坡道平面,1100000,
RPSOMLMLKHMFFAL48CA,坡道平面,0,
RPVNMLOLKHMFFAL88CA,坡道機械,0,
RPUPMLRKLHMFFCB48CA,坡道平面,1100000,23.48
RPVOMLPKLHMFFCB28CA,坡道平面,0,28.38
RPVOMLPKLHMFFCB28CA,坡道平面,0,28.38
RPVOMLPKLHMFFCB28CA,坡道平面,0,28.38
RPVOMLPKLHMFFCB28CA,坡道平面,0,28.38
RPVOMLPKLHMFFCB28CA,坡道平面,0,28.38
RPQNMLNLLHMFFCB57CA,坡道機械,0,
RPTQMLLLLHMFFCB97CA,坡道平面,0,32.46
