編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
RPPNMLOJLHMFFAB17CA,19,7.85,共有部分,鋼筋混凝土造,87年3月23日,十四層,
RPPNMLOJLHMFFAB17CA,19,17.46,共有部分,鋼筋混凝土造,87年3月23日,十四層,
RPPPMLRJLHMFFAB67CA,27,80.51,住家用,鋼筋混凝土造,79年1月13日,十七層,十一層
RPPPMLRJLHMFFAB67CA,27,25.87,共有部分,鋼筋混凝土造,79年1月13日,十七層,
RPPOMLKKLHMFFAB96CA,1,130.89,見其他登記事項,鋼筋混凝土造,105年6月29日,十一層,八層
RPPOMLKKLHMFFAB96CA,1,44.86,見其他登記事項,鋼筋混凝土造,105年6月29日,十一層,
RPPOMLKKLHMFFAB96CA,1,31.43,見其他登記事項,鋼筋混凝土造,105年6月29日,十一層,
RPPOMLKKLHMFFAB96CA,1,14.69,見其他登記事項,鋼筋混凝土造,105年6月29日,十一層,
RPOQMLRKKHMFFBB77CA,1,50.19,見其他登記事項,鋼筋混凝土造,105年4月26日,七層,五層
RPOQMLRKKHMFFBB77CA,1,25.48,見其他登記事項,鋼筋混凝土造,105年4月26日,七層,
RPOQMLRKKHMFFBB77CA,1,34.86,見其他登記事項,鋼筋混凝土造,105年4月26日,七層,
RPQQMLRKKHMFFBB97CA,23,85.86,住家用,鋼筋混凝土造,82年8月6日,七層,一層
RPQQMLRKKHMFFBB97CA,23,30.33,共有部分,鋼筋混凝土造,82年8月6日,七層,
RPQNMLSKKHMFFBB77CA,1,395.59,見其他登記事項,鋼筋混凝土造,104年10月23日,四層,一層 二層 三層 四層 見其他登記事項
RPPOMLSKKHMFFBB77CA,37,85.29,住家用,鋼筋混凝土造,68年8月13日,五層,二層
RPPOMLSKKHMFFBB77CA,37,79.85,,鋼筋混凝土造,68年8月13日,五層,一層 騎樓
RPPOMLSKKHMFFBB77CA,37,79.38,見其他登記事項,鋼筋混凝土造,68年8月13日,五層,地下層
RPQOMLKLKHMFFBB17CA,30,50.70,住家用,鋼筋混凝土造,75年9月25日,五層,一層
RPSPMLKLKHMFFBB47CA,2,47.15,住家用,鋼筋混凝土造,103年9月15日,十一層,九層
RPSPMLKLKHMFFBB47CA,2,4.21,見其他登記事項,鋼筋混凝土造,103年9月15日,十一層,
RPSPMLKLKHMFFBB47CA,2,18.31,見其他登記事項,鋼筋混凝土造,103年9月15日,十一層,
RPPNMLLLKHMFFBB07CA,26,42.03,住家用,鋼筋混凝土造,79年11月21日,七層,三層
RPPNMLLLKHMFFBB07CA,26,5.52,共有部分,鋼筋混凝土造,79年11月21日,七層,
RPUNMLKLKHMFFBB47CA,7,88.70,住家用,鋼筋混凝土造,98年9月8日,十四層,十層
RPUNMLKLKHMFFBB47CA,7,65.86,共有部分,鋼筋混凝土造,98年9月8日,十四層,
RPXOMLMLKHMFFBB08CA,1,120.81,見其他登記事項,鋼筋混凝土造,105年2月18日,十五層,四層
RPXOMLMLKHMFFBB08CA,1,56.07,見其他登記事項,鋼筋混凝土造,105年2月18日,十五層,
RPXOMLMLKHMFFBB08CA,1,27.52,見其他登記事項,鋼筋混凝土造,105年2月18日,十五層,
RPVPMLMLKHMFFBB97CA,4,94.08,住家用,鋼筋混凝土造,101年8月7日,十四層,十四層
RPVPMLMLKHMFFBB97CA,4,79.01,見其他登記事項,鋼筋混凝土造,101年8月7日,十四層,
RPRNMLOLKHMFFBB57CA,47,83.58,住家用,鋼筋混凝土加強磚造,59年4月25日,二層,一層 二層
RPTOMLNLKHMFFBB77CA,27,122.78,住家用,鋼筋混凝土造,78年12月20日,七層,四層
RPTOMLNLKHMFFBB77CA,27,22.35,共有部分,鋼筋混凝土造,78年12月20日,七層,
RPTOMLNLKHMFFBB77CA,27,32.30,見其他登記事項,鋼筋混凝土造,78年12月20日,七層,地下層
RPOPMLNLKHMFFBB37CA,,179.49,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,十四層
RPOPMLNLKHMFFBB37CA,,179.52,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,
RPPPMLNLKHMFFBB47CA,,159.53,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,十層
RPPPMLNLKHMFFBB47CA,,137.05,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,
RPQPMLNLKHMFFBB57CA,,161.60,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,五層
RPQPMLNLKHMFFBB57CA,,138.02,見其他登記事項,鋼筋混凝土造,105年8月8日,十七層,
RPXQMLOLKHMFFBB48CA,,120.90,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,四層
RPXQMLOLKHMFFBB48CA,,59.57,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,
RPXQMLOLKHMFFBB48CA,,54.83,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,
RPORMLOLKHMFFBB67CA,,121.61,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,四層
RPORMLOLKHMFFBB67CA,,59.93,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,
RPORMLOLKHMFFBB67CA,,54.83,見其他登記事項,鋼筋混凝土造,105年9月23日,十層,
RPRNMLQLKHMFFBB77CA,2,99.44,住家用,鋼筋混凝土造,103年10月27日,十五層,十三層
RPRNMLQLKHMFFBB77CA,2,20.47,見其他登記事項,鋼筋混凝土造,103年10月27日,十五層,
RPRNMLQLKHMFFBB77CA,2,46.24,見其他登記事項,鋼筋混凝土造,103年10月27日,十五層,
RPUNMLLJLHMFFBB47CA,26,90.54,住家用,鋼筋混凝土造,80年7月8日,十層,三層
RPUNMLLJLHMFFBB47CA,26,17.08,共有部分,鋼筋混凝土造,80年7月8日,十層,
RPUNMLLJLHMFFBB47CA,26,15.72,見其他登記事項,鋼筋混凝土造,80年7月8日,十層,地下層
RPTPMLNJLHMFFBB77CA,2,87.56,見其他登記事項,鋼筋混凝土造,104年6月15日,十四層,十四層
RPTPMLNJLHMFFBB77CA,2,46.05,見其他登記事項,鋼筋混凝土造,104年6月15日,十四層,
RPTPMLNJLHMFFBB77CA,2,17.58,見其他登記事項,鋼筋混凝土造,104年6月15日,十四層,
RPOPMLPJLHMFFBB47CA,,109.88,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,六層
RPOPMLPJLHMFFBB47CA,,86.07,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,
RPPPMLPJLHMFFBB57CA,,108.74,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,十二層
RPPPMLPJLHMFFBB57CA,,85.53,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,
RPQPMLPJLHMFFBB67CA,,132.16,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,十層
RPQPMLPJLHMFFBB67CA,,128.60,見其他登記事項,鋼筋混凝土造,105年11月18日,二十一層,
RPRPMLSJLHMFFBB08CA,1,91.96,見其他登記事項,鋼筋混凝土造,104年8月13日,十五層,二層
RPRPMLSJLHMFFBB08CA,1,56.56,見其他登記事項,鋼筋混凝土造,104年8月13日,十五層,
RPQNMLTJLHMFFBB87CA,16,93.50,住家用,鋼筋混凝土造,89年6月16日,十六層,五層
RPQNMLTJLHMFFBB87CA,16,30.00,共有部分,鋼筋混凝土造,89年6月16日,十六層,
RPRNMLTJLHMFFBB97CA,8,49.36,住家用,鋼筋混凝土造,98年6月26日,十三層,七層
RPRNMLTJLHMFFBB97CA,8,19.75,共有部分,鋼筋混凝土造,98年6月26日,十五層,
RPRNMLTJLHMFFBB97CA,8,49.36,住家用,鋼筋混凝土造,98年6月26日,十三層,七層
RPRNMLTJLHMFFBB97CA,8,9.96,共有部分,鋼筋混凝土造,98年6月26日,十五層,
RPRNMLTJLHMFFBB97CA,8,19.75,共有部分,鋼筋混凝土造,98年6月26日,十五層,
RPRNMLTJLHMFFBB97CA,8,9.96,共有部分,鋼筋混凝土造,98年6月26日,十五層,
RPSPMLNKLHMFFBB77CA,1,235.73,見其他登記事項,鋼筋混凝土造,105年3月25日,四層,一層 二層 三層 四層 見其他登記事項
RPPPMLRKLHMFFBB87CA,1,3.21,見其他登記事項,鋼筋混凝土造,104年9月21日,五層,
RPPPMLRKLHMFFBB87CA,1,305.84,見其他登記事項,鋼筋混凝土造,104年9月21日,五層,一層 二層 三層 四層 五層
RPUNMLRKKHMFFCB18CA,8,86.33,住家用,鋼筋混凝土造,97年11月27日,二十二層,十四層
RPUNMLRKKHMFFCB18CA,8,59.00,見其他登記事項,鋼筋混凝土造,97年11月27日,二十二層,
RPSOMLSKKHMFFCB18CA,21,122.80,商業用,鋼筋混凝土造,84年10月24日,二十五層,十五層
RPSOMLSKKHMFFCB18CA,21,22.67,共有部分,鋼筋混凝土造,84年10月24日,二十五層,
RPSOMLSKKHMFFCB18CA,21,1.78,共有部分,鋼筋混凝土造,84年10月24日,二十五層,
RPSOMLSKKHMFFCB18CA,21,5.83,共有部分,鋼筋混凝土造,84年10月24日,二十五層,
RPSOMLSKKHMFFCB18CA,21,3.48,共有部分,鋼筋混凝土造,84年10月24日,二十五層,
RPSOMLSKKHMFFCB18CA,21,35.37,共有部分,鋼筋混凝土造,84年10月24日,二十五層,
RPSNMLKLKHMFFCB37CA,20,82.49,見其他登記事項,鋼筋混凝土造,85年9月23日,十二層,十二層
RPSNMLKLKHMFFCB37CA,20,48.90,共有部分,鋼筋混凝土造,85年9月23日,十二層,
RPVOMLKLKHMFFCB77CA,18,13.89,住家用,鋼筋混凝土造,88年5月29日,八層,七層
RPVOMLKLKHMFFCB77CA,18,4.04,共有部分,鋼筋混凝土造,88年5月29日,八層,
RPVOMLKLKHMFFCB77CA,18,4.94,共有部分,鋼筋混凝土造,88年5月29日,八層,
RPXPMLKLKHMFFCB08CA,21,93.15,住家用,鋼筋混凝土造,85年1月19日,十四層,八層
RPXPMLKLKHMFFCB08CA,21,45.30,共有部分,鋼筋混凝土造,85年1月19日,十四層,
RPOPMLLLKHMFFCB27CA,2,80.90,住家用,鋼筋混凝土造,103年10月15日,十四層,十二層
RPOPMLLLKHMFFCB27CA,2,20.53,見其他登記事項,鋼筋混凝土造,103年10月15日,十四層,
RPOPMLLLKHMFFCB27CA,2,54.81,見其他登記事項,鋼筋混凝土造,103年10月15日,十四層,
RPUOMLMLKHMFFCB87CA,18,78.22,住家用,鋼筋混凝土造,87年11月3日,十三層,九層
RPUOMLMLKHMFFCB87CA,18,25.10,共有部分,鋼筋混凝土造,87年11月3日,十三層,
RPUOMLMLKHMFFCB87CA,18,7.78,共有部分,鋼筋混凝土造,87年11月3日,十三層,
RPWNMLNLKHMFFCB08CA,17,178.98,住家用,鋼筋混凝土造,89年4月8日,十五層,四層 五層
RPWNMLNLKHMFFCB08CA,17,22.66,共有部分,鋼筋混凝土造,89年4月8日,十五層,
RPWNMLNLKHMFFCB08CA,17,61.77,共有部分,鋼筋混凝土造,89年4月8日,十五層,
RPSOMLNLKHMFFCB77CA,5,352.04,見其他登記事項,鋼筋混凝土造,100年11月17日,四層,一層 二層 三層 四層 見其他登記事項
RPWOMLNLKHMFFCB18CA,35,69.08,住家用,鋼筋混凝土造,70年12月29日,五層,二層
RPPOMLNJLHMFFCB37CA,24,8.72,商業用,鋼筋混凝土造,81年11月20日,十層,地下一層
RPPOMLNJLHMFFCB37CA,24,11.11,共有部分,鋼筋混凝土造,81年11月20日,十層,
RPPOMLNJLHMFFCB37CA,24,47.70,住家用,鋼筋混凝土造,81年11月20日,十層,七層
RPPOMLNJLHMFFCB37CA,24,15.90,共有部分,鋼筋混凝土造,81年11月20日,十層,
RPXQMLQJLHMFFCB68CA,23,201.81,住家用,鋼筋混凝土造,83年4月7日,十八層,十三層
RPXQMLQJLHMFFCB68CA,23,43.91,共有部分,鋼筋混凝土造,83年4月7日,十八層,
RPTNMLRJLHMFFCB08CA,5,149.34,住家用,鋼筋混凝土造,101年5月23日,十二層,七層
RPTNMLRJLHMFFCB08CA,5,134.70,見其他登記事項,鋼筋混凝土造,101年5月23日,十二層,
RPPTMLRJLHMFFCB28CA,24,53.00,住家用,鋼筋混凝土造,82年3月17日,六層,五層
RPPTMLRJLHMFFCB28CA,24,36.01,共有部分,鋼筋混凝土造,82年3月17日,六層,
RPQTMLRJLHMFFCB38CA,1,150.28,見其他登記事項,鋼筋混凝土造,104年10月8日,二十五層,四層
RPQTMLRJLHMFFCB38CA,1,126.64,見其他登記事項,鋼筋混凝土造,104年10月8日,二十五層,
RPUNMLKKLHMFFCB57CA,9,76.25,住家用,鋼筋混凝土造,96年9月29日,十三層,五層
RPUNMLKKLHMFFCB57CA,9,18.58,見其他登記事項,鋼筋混凝土造,96年9月29日,十三層,
RPUNMLKKLHMFFCB57CA,9,9.90,見其他登記事項,鋼筋混凝土造,96年9月29日,十三層,
RPQQMLNKLHMFFCB77CA,9,50.48,住家用,鋼筋混凝土造,96年11月22日,十二層,八層
RPQQMLNKLHMFFCB77CA,9,47.25,見其他登記事項,鋼筋混凝土造,96年11月22日,十二層,
RPXNMLQKLHMFFCB48CA,23,94.20,住家用,鋼筋混凝土造,83年1月4日,十三層,四層
RPXNMLQKLHMFFCB48CA,23,30.13,共有部分,鋼筋混凝土造,83年1月4日,十三層,
RPPOMLQKLHMFFCB77CA,18,96.67,住家用,鋼筋混凝土造,88年4月29日,十四層,十三層
RPPOMLQKLHMFFCB77CA,18,63.15,共有部分,鋼筋混凝土造,88年4月29日,十四層,
RPUOMLQKLHMFFCB28CA,23,15.26,住家用,鋼筋混凝土造,83年3月28日,七層,五層
RPUOMLQKLHMFFCB28CA,23,7.82,共有部分,鋼筋混凝土造,83年3月28日,七層,
RPPNMLSKKHMFFAL58CA,,173.60,見其他登記事項,鋼筋混凝土造,105年6月24日,三層,一層 二層 三層 屋頂突出物 地下一層
RPOOMLSKKHMFFAL58CA,,165.36,見其他登記事項,鋼筋混凝土造,105年9月23日,三層,一層 二層 三層 見其他登記事項
RPUNMLSKKHMFFAL09CA,40,110.20,住家用,加強磚造,65年10月1日,二層,一層 二層
RPRNMLSJLHMFFAL78CA,1,69.46,見其他登記事項,鋼筋混凝土造,104年11月17日,八層,三層
RPRNMLSJLHMFFAL78CA,1,32.22,見其他登記事項,鋼筋混凝土造,104年11月17日,八層,
RPRNMLSJLHMFFAL78CA,1,29.56,見其他登記事項,鋼筋混凝土造,104年11月17日,八層,
RPVNMLQKKHMFFCL56CA,1,205.23,見其他登記事項,鋼筋混凝土造,105年1月2日,四層,一層 二層 三層 四層
RPWNMLMLKHMFFCL98CA,23,133.74,農舍,鋼筋混凝土造,82年12月10日,三層,一層 二層 三層
RPPOMLOLKHMFFCL58CA,39,72.93,住家用,鋼筋混凝土造,66年11月10日,,三層
RPTNMLKKLHMFFCL48CA,11,112.26,住家用,鋼筋混凝土造,94年9月27日,十四層,十層
RPTNMLKKLHMFFCL48CA,11,67.55,見其他登記事項,鋼筋混凝土造,94年9月27日,十四層,
RPSNMLRKKHMFFEL56CA,36,164.18,住商用,加強磚造,70年6月30日,三層,一層 二層 三層 屋頂突出物 騎樓
RPQNMLSKKHMFFFL56CA,24,161.08,住家用,鋼筋混凝土造,82年6月29日,三層,一層 二層 三層
RPVNMLMJLHMFFFL09CA,23,82.05,住家用,鋼筋混凝土造,83年4月26日,十層,九層
RPVNMLMJLHMFFFL09CA,23,26.50,共有部份,鋼筋混凝土造,83年4月26日,十層,
RPRNMLRJLHMFFFL56CA,,220.74,見其他登記事項,鋼筋混凝土造,105年12月6日,四層,一層 二層 三層 四層 見其他登記事項
RPSNMLRJLHMFFFL66CA,,243.05,見其他登記事項,鋼筋混凝土造,105年12月6日,四層,一層 二層 三層 四層 騎樓 見其他登記事項
RPUNMLRKKHMFFGL96CA,47,86.46,住家用,加強磚造,59年1月1日,二層,一層 二層
RPTNMLOLKHMFFGL66CA,12,171.88,見其他登記事項,鋼筋混凝土造,94年1月13日,三層,一層 二層 三層 見其他登記事項
RPVNMLOLKHMFFGL86CA,23,155.01,見其他登記事項,鋼筋混凝土造,82年9月21日,三層,一層 二層 三層 屋頂突出物
RPXNMLLJLHMFFGL66CA,,113.12,見其他登記事項,鋼筋混凝土造,105年10月14日,十四層,九層
RPXNMLLJLHMFFGL66CA,,122.59,見其他登記事項,鋼筋混凝土造,105年10月14日,十四層,
RPTNMLNJLHMFFGL09CA,10,83.04,見其他登記事項,鋼筋混凝土造,96年6月7日,九層,七層
RPTNMLNJLHMFFGL09CA,10,35.32,見其他登記事項,鋼筋混凝土造,96年6月7日,九層,
RPTNMLNJLHMFFGL09CA,10,9.03,共有部分,鋼筋混凝土造,96年6月7日,九層,
RPOOMLRJLHMFFGL09CA,4,63.11,見其他登記事項,鋼筋混凝土造,101年6月28日,十二層,十二層
RPOOMLRJLHMFFGL09CA,4,35.95,見其他登記事項,鋼筋混凝土造,101年6月28日,十二層,
RPOOMLRJLHMFFGL09CA,4,18.53,見其他登記事項,鋼筋混凝土造,101年6月28日,十二層,
RPXPMLOKLHMFFGL27CA,29,105.77,見其他登記事項,鋼筋混凝土造,76年7月28日,二層,一層 二層 屋頂突出物
RPWNMLQKLHMFFGL17CA,1,60.46,見其他登記事項,鋼筋混凝土造,105年2月5日,七層,三層
RPWNMLQKLHMFFGL17CA,1,28.41,見其他登記事項,鋼筋混凝土造,105年2月5日,七層,
RPWNMLQKLHMFFGL17CA,1,25.19,見其他登記事項,鋼筋混凝土造,105年2月5日,七層,
RPPNMLLLKHMFFHL68CA,34,129.25,住家用,加強磚造,72年1月8日,二層,一層 二層 夾層 見其他登記事項
RPTNMLLLKHMFFHL09CA,1,88.35,見其他登記事項,鋼筋混凝土造,104年9月15日,十四層,三層
RPTNMLLLKHMFFHL09CA,1,70.33,見其他登記事項,鋼筋混凝土造,104年9月15日,十四層,
RPSNMLMLKHMFFHL09CA,11,61.56,見其他登記事項,見其他登記事項,94年7月13日,一層,一層
RPUNMLKKLHMFFHL09CA,,89.67,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,三層
RPUNMLKKLHMFFHL09CA,,74.09,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,
RPVNMLKKLHMFFHL56CA,,89.67,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,六層
RPVNMLKKLHMFFHL56CA,,74.09,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,
RPWNMLKKLHMFFHL66CA,,89.67,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,八層
RPWNMLKKLHMFFHL66CA,,74.09,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,
RPXNMLKKLHMFFHL76CA,,114.74,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,七層
RPXNMLKKLHMFFHL76CA,,117.45,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,
RPOOMLKKLHMFFHL58CA,,89.50,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,五層
RPOOMLKKLHMFFHL58CA,,73.53,見其他登記事項,鋼筋混凝土造,105年11月14日,十五層,
RPSOMLOKLHMFFHL76CA,23,212.67,見其他登記事項,鋼筋混凝土造,82年12月29日,四層,一層 二層 三層 四層 騎樓
RPQNMLQJLHMFFIL66CA,2,206.46,住家用,鋼筋混凝土造,104年5月19日,四層,一層 二層 三層 四層
RPQNMLQKLHMFFIL76CA,27,262.28,住家用,鋼筋混凝土造,78年11月3日,四層,一層 二層 三層 四層 屋頂突出物 見其他登記事項
RPQNMLSKKHMFFIL96DA,42,114.03,住家用,見其他登記事項,64年2月7日,二層,一層 二層 騎樓
RPUPMLKLKHMFFAB77EA,3,41.94,見其他登記事項,鋼筋混凝土造,102年8月18日,十五層,三層
RPUPMLKLKHMFFAB77EA,3,23.27,見其他登記事項,鋼筋混凝土造,102年8月18日,十五層,
RPUPMLKLKHMFFAB77EA,3,4.14,見其他登記事項,鋼筋混凝土造,102年8月18日,十五層,
RPUPMLKLKHMFFAB77EA,3,7.39,見其他登記事項,鋼筋混凝土造,102年8月18日,十五層,
RPQNMLKLKHMFFCL28DA,10,153.21,住家用,鋼筋混凝土造,95年8月9日,四層,一層 二層 三層 四層
RPUNMLOKLHMFFIL96CA,18,85.24,住家用,鋼筋混凝土造,88年3月16日,七層,一層 二層 騎樓
RPUNMLOKLHMFFIL96CA,18,18.13,見其他登記事項,鋼筋混凝土造,88年3月16日,七層,
RPVNMLOKLHMFFIL07CA,23,197.86,住家用,鋼筋混凝土造,82年8月2日,四層,一層 二層 三層 四層
RPOPMLKKLHMFFBB17DA,1,287.11,見其他登記事項,鋼筋混凝土造,104年8月4日,四層,一層 二層 三層 四層 地下一層 見其他登記事項
RPOPMLKKLHMFFBB17DA,1,114.40,見其他登記事項,鋼筋混凝土造,104年8月4日,四層,
RPRNMLKLKHMFFIL88CA,23,211.38,住商用,鋼筋混凝土造,82年12月24日,四層,一層 二層 三層 四層 屋頂突出物 見其他登記事項
RPUNMLLLKHMFFIL66CA,4,196.81,見其他登記事項,鋼筋混凝土造,101年11月19日,四層,一層 二層 三層 四層
RPSNMLMLKHMFFIL56CA,17,88.06,住家用,鋼筋混凝土造,88年7月12日,十四層,九層
RPSNMLMLKHMFFIL56CA,17,24.82,見其他登記事項,鋼筋混凝土造,88年7月12日,十四層,
RPROMLPKLHMFFHL76CA,23,157.87,見其他登記事項,鋼筋混凝土造,82年7月28日,四層,一層 二層 三層 四層
RPTOMLOKLHMFFHL86CA,7,165.64,住家用,見其他登記事項,98年9月23日,四層,一層 二層 三層 四層
RPPNMLSJLHMFFHL66CA,33,265.80,住家用,鋼筋混凝土造,72年10月20日,三層,一層 二層 三層 騎樓
RPPNMLOLKHMFFHL98CA,23,170.44,見其他登記事項,鋼筋混凝土造,82年11月2日,四層,一層 二層 三層 四層 騎樓
RPQNMLOLKHMFFHL09CA,37,106.68,見其他登記事項,加強磚造,68年8月1日,二層,一層 二層 騎樓
RPORMLQJLHMFFHL76CA,12,171.24,見其他登記事項,鋼筋混凝土造,94年4月28日,三層,一層 二層 三層 見其他登記事項
RPRNMLSKKHMFFHL86CA,1,201.76,見其他登記事項,鋼筋混凝土造,104年9月9日,三層,一層 二層 三層 地下一層 見其他登記事項
RPRNMLSKKHMFFHL86CA,1,24.69,見其他登記事項,鋼筋混凝土造,104年9月9日,四層,
RPXOMLNJLHMFFGL96CA,26,84.91,見其他登記事項,鋼筋混凝土造,80年3月30日,九層,七層
RPXOMLNJLHMFFGL96CA,26,33.20,共有部分,鋼筋混凝土造,80年3月30日,九層,
RPUOMLMLKHMFFGL66CA,3,87.04,見其他登記事項,鋼筋混凝土造,103年5月19日,十二層,十二層
RPUOMLMLKHMFFGL66CA,3,69.20,見其他登記事項,鋼筋混凝土造,103年5月19日,十二層,
RPPOMLNLKHMFFGL88CA,2,95.87,見其他登記事項,鋼筋混凝土造,103年9月3日,十二層,十一層
RPPOMLNLKHMFFGL88CA,2,57.43,見其他登記事項,鋼筋混凝土造,103年9月3日,十二層,
RPTNMLSKKHMFFGL96CA,22,110.15,見其他登記事項,鋼筋混凝土造,83年11月25日,七層,一層
RPTNMLSKKHMFFGL96CA,22,47.86,見其他登記事項,鋼筋混凝土造,83年11月25日,七層,
RPPNMLMLKHMFFGL68CA,1,242.64,見其他登記事項,鋼筋混凝土造,105年6月6日,四層,一層 二層 三層 四層 騎樓 見其他登記事項
RPROMLMLKHMFFGL98CA,28,366.23,見其他登記事項,鋼筋混凝土造,78年5月1日,三層,一層 二層 三層 屋頂突出物
RPPNMLMLKHMFFFL58CA,2,200.09,見其他登記事項,鋼筋混凝土造,103年12月3日,四層,一層 二層 三層 四層
RPXNMLLJLHMFFFL56CA,1,82.16,見其他登記事項,鋼筋混凝土造,104年10月2日,十二層,三層
RPXNMLLJLHMFFFL56CA,1,77.49,見其他登記事項,鋼筋混凝土造,104年10月2日,十四層,
RPTNMLLLKHMFFFL88CA,12,183.83,見其他登記事項,鋼筋混凝土造,94年2月4日,四層,一層 二層 三層 四層
RPROMLNKLHMFFCL68CA,30,65.81,住商用,加強磚造,75年10月27日,二層,一層 二層 騎樓 電梯樓梯間
RPROMLNKLHMFFCL68CA,30,65.81,住商用,加強磚造,75年10月27日,二層,一層 二層 騎樓 電梯樓梯間
RPTNMLNKLHMFFCL78CA,10,189.79,見其他登記事項,鋼筋混凝土造,95年12月7日,四層,一層 二層 三層 四層 屋頂突出物
RPWOMLMJLHMFFCL98CA,1,203.03,見其他登記事項,鋼筋混凝土造,105年5月26日,四層,一層 二層 三層 四層 屋頂突出物
RPXOMLMJLHMFFCL09CA,1,206.26,見其他登記事項,鋼筋混凝土造,105年5月26日,四層,一層 二層 三層 四層 屋頂突出物
RPWOMLNJLHMFFCL09CA,2,107.32,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,十層
RPWOMLNJLHMFFCL09CA,2,19.62,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPWOMLNJLHMFFCL09CA,2,42.13,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPWPMLNJLHMFFCL56CA,2,117.31,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,八層
RPWPMLNJLHMFFCL56CA,2,22.54,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPWPMLNJLHMFFCL56CA,2,44.11,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPPPMLNJLHMFFCL48CA,2,117.31,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,三層
RPPPMLNJLHMFFCL48CA,2,22.54,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPPPMLNJLHMFFCL48CA,2,44.11,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
RPTPMLNJLHMFFCL88CA,2,117.31,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,十層
RPTPMLNJLHMFFCL88CA,2,22.54,見其他登記事項,鋼筋混凝土造,105年11月30日,十二層,
